suburb,postcode,pri_breed,pri_colour,de_sexed,yrmonth
NOBLE PARK NORTH,3174,Cocker Spaniel,Tan & White,N,2002-10
NOBLE PARK NORTH,3174,German Shepherd,Black,Y,2005-02
NOBLE PARK NORTH,3174,Akita,White & Black,Y,2013-04
NOBLE PARK NORTH,3174,Border Collie,Brown & White,N,2010-11
NOBLE PARK NORTH,3174,Jack Russell Terrier X,Black & White,Y,2010-05
NOBLE PARK NORTH,3174,Pomeranian X,White,N,2010-06
NOBLE PARK NORTH,3174,Doberman Pinscher,Black & Tan,Y,2008-11
NOBLE PARK NORTH,3174,Chihuahua,Black & Tan,Y,2010-04
NOBLE PARK NORTH,3174,Poodle X,White & Tan,Y,2009-03
NOBLE PARK NORTH,3174,Pomeranian X,White,N,2002-12
NOBLE PARK NORTH,3174,Shih Tzu X,Brown & White,N,2002-12
KEYSBOROUGH,3173,Labrador,Gold,N,2015-07
KEYSBOROUGH,3173,Golden Retriever,Gold,N,2012-07
KEYSBOROUGH,3173,Labrador X,Yellow,N,2016-01
SPRINGVALE,3171,Maltese,White,Y,2008-03
SPRINGVALE,3171,Maltese,White,Y,2008-03
SPRINGVALE,3171,Maltese X,White & Tan,Y,2004-04
SPRINGVALE,3171,Jack Russell Terrier X,Tri Coloured,N,2008-09
SPRINGVALE,3171,Chihuahua,Tan,N,2007-07
SPRINGVALE,3171,Chihuahua X,Black & Tan,Y,2010-10
SPRINGVALE,3171,Welsh Corgi,Tri Coloured,N,2005-09
SPRINGVALE,3171,Pomeranian X,Cream,Y,2004-04
SPRINGVALE,3171,Rottweiler,Black & Tan,Y,2011-05
SPRINGVALE,3171,Maltese X,White,N,2005-04
SPRINGVALE,3171,West Highland Terrier,White,Y,2004-04
SPRINGVALE,3171,Maltese,White,N,2006-07
SPRINGVALE,3171,German Shepherd,Black & Tan,N,2008-04
SPRINGVALE,3171,Maltese X,Tan,Y,2006-08
SPRINGVALE,3171,Miniature Poodle,Chocolate,N,2006-08
SPRINGVALE,3171,Maltese X,White & Brown,N,2002-12
SPRINGVALE,3171,Toy Poodle,Apricot,Y,2015-02
SPRINGVALE,3171,Labrador,Gold,N,2012-08
DANDENONG,3175,American Bull Dog,Tan & White,Y,2013-08
DANDENONG,3175,Chihuahua,Tan,Y,2009-04
DANDENONG,3175,Jack Russell Terrier,Black & White,N,2008-05
DANDENONG,3175,Maltese X,Cream & White,Y,2013-08
DANDENONG NORTH,3175,Beagle X,Black & Tan,Y,2010-07
DANDENONG NORTH,3175,Cavalier King Charles Spaniel X,Gold,Y,2014-03
DANDENONG NORTH,3175,Pomeranian X,Tan & Black,Y,2014-03
DANDENONG NORTH,3175,Terrier X,White & Tan,N,2003-05
DANDENONG NORTH,3175,German Shepherd,Sable,Y,2014-11
DANDENONG NORTH,3175,Doberman Pinscher,Black & Tan,Y,2004-03
KEYSBOROUGH,3173,Beagle X,Black & Brown,N,2014-12
KEYSBOROUGH,3173,Maltese,Black,Y,2011-08
KEYSBOROUGH,3173,Corgi X,Brown & White,Y,2015-02
KEYSBOROUGH,3173,Chihuahua X,Tan & Cream,Y,2008-04
KEYSBOROUGH,3173,Shih Tzu X,Tri Coloured,N,2015-11
KEYSBOROUGH,3173,Heeler,Blue,Y,2008-01
KEYSBOROUGH,3173,Corgi X,Sable,N,2011-09
KEYSBOROUGH,3173,Chihuahua X,Tan & White,N,2005-03
KEYSBOROUGH,3173,Jack Russell Terrier,White & Brown,Y,2007-03
SPRINGVALE SOUTH,3172,Pomeranian,Sable,Y,2008-05
KEYSBOROUGH,3173,Poodle X,Tan & White,Y,2013-08
NOBLE PARK,3174,German Shepherd,Black & Tan,Y,2014-10
NOBLE PARK,3174,Siberian Husky,Black & Brown,Y,2015-09
NOBLE PARK,3174,West Highland Terrier X,Grey & White,Y,2013-03
NOBLE PARK,3174,Golden Retriever,Gold,Y,2010-09
NOBLE PARK,3174,Pomeranian X,Cream,N,2008-01
NOBLE PARK,3174,Pit Bull Terrier X,Black & White,Y,2013-06
NOBLE PARK,3174,Kelpie X,Rust & White,Y,2012-10
NOBLE PARK,3174,Kelpie X,Tri Coloured,N,2008-04
NOBLE PARK,3174,Silky Terrier,Brown & Tan,Y,1998-04
SPRINGVALE SOUTH,3172,Miniature Schnauzer,Black & Silver,N,2011-07
SPRINGVALE SOUTH,3172,Maltese X,Tri Coloured,Y,2006-08
SPRINGVALE SOUTH,3172,Terrier X,Brown & Tan,N,2003-05
SPRINGVALE SOUTH,3172,Maltese X,Grey,N,2008-02
SPRINGVALE SOUTH,3172,Toy Poodle,Brown,Y,2010-11
SPRINGVALE SOUTH,3172,Jack Russell Terrier,Tan & White,Y,2007-02
SPRINGVALE SOUTH,3172,Labrador X,Black & White,Y,2013-04
SPRINGVALE SOUTH,3172,Pomeranian X,White & Fawn,Y,2003-05
SPRINGVALE SOUTH,3172,Pomeranian X,Tan & Black,Y,2007-11
SPRINGVALE SOUTH,3172,Maltese X,Brown,N,2015-05
SPRINGVALE SOUTH,3172,Pomeranian X,Gold,Y,1998-05
SPRINGVALE SOUTH,3172,Maltese X,Black & Tan,Y,2008-03
SPRINGVALE SOUTH,3172,Staffordshire Bull Terrier,Brindle,Y,2000-08
SPRINGVALE SOUTH,3172,Maltese X,Brown & White,N,2014-12
SPRINGVALE SOUTH,3172,Poodle,Apricot,Y,2008-05
SPRINGVALE SOUTH,3172,Maltese,White,N,2008-06
SPRINGVALE SOUTH,3172,Miniature Fox Terrier,Tan & White,Y,2003-12
SPRINGVALE SOUTH,3172,Jack Russell Terrier,White & Brown,Y,2007-09
SPRINGVALE SOUTH,3172,Jack Russell Terrier,Tan & White,Y,2013-01
SPRINGVALE SOUTH,3172,Jack Russell Terrier X,White & Tan,Y,2010-05
SPRINGVALE SOUTH,3172,Maltese X,Brown & White,Y,2002-08
SPRINGVALE SOUTH,3172,Miniature Poodle,Apricot,Y,2010-01
SPRINGVALE SOUTH,3172,Papillon,Red & Sable,N,2010-10
SPRINGVALE SOUTH,3172,Chihuahua X,Cream,Y,2008-02
SPRINGVALE SOUTH,3172,Pug X,Fawn,Y,2008-04
SPRINGVALE SOUTH,3172,Staffordshire Bull Terrier X,Mottled,Y,2009-12
SPRINGVALE SOUTH,3172,Pointer X,White & Brown,Y,2007-04
SPRINGVALE SOUTH,3172,Staffordshire Bull Terrier X,Red & White,N,2003-10
SPRINGVALE SOUTH,3172,Pointer X,White,N,2009-12
KEYSBOROUGH,3173,Pomeranian,Tan & Brown,N,2011-11
KEYSBOROUGH,3173,American Staffordshire Bull Terrier,Tan & White,Y,2012-09
KEYSBOROUGH,3173,American Staffordshire Bull Terrier,Tan & White,Y,2007-01
KEYSBOROUGH,3173,American Staffordshire Bull Terrier,Blue & White,Y,2010-01
KEYSBOROUGH,3173,English Staffordshire Bull Terrier,Blue & White,N,2011-05
KEYSBOROUGH,3173,Schnoodle,Chocolate & Cream,Y,2014-08
SPRINGVALE,3171,Jack Russell Terrier X,Black & Tan,Y,2004-11
SPRINGVALE SOUTH,3172,German Shepherd X,Black & White,Y,2009-08
SPRINGVALE SOUTH,3172,Border Collie X,Black,Y,2012-05
SPRINGVALE SOUTH,3172,Golden Retriever,Gold,Y,2007-08
SPRINGVALE SOUTH,3172,Cavalier King Charles Spaniel,Blenheim,Y,2006-11
SPRINGVALE SOUTH,3172,Pomeranian,Brown,Y,2000-10
SPRINGVALE SOUTH,3172,Pomeranian X,White & Brown,Y,2013-12
NOBLE PARK NORTH,3174,Brittany Spaniel,White & Russet,Y,2010-11
NOBLE PARK NORTH,3174,Golden Retriever X,Cream & White,Y,2010-05
NOBLE PARK NORTH,3174,Labrador,Gold,N,2007-10
NOBLE PARK NORTH,3174,Maltese X,Black & White,Y,2009-11
NOBLE PARK NORTH,3174,Jack Russell Terrier X,Black & White,Y,2013-10
NOBLE PARK NORTH,3174,Maltese X,White & Tan,N,2010-07
NOBLE PARK NORTH,3174,Maltese X,Black & White,N,2010-06
NOBLE PARK NORTH,3174,Maltese X,White,Y,2002-09
NOBLE PARK,3174,Staffordshire Bull Terrier,Blue,N,2012-08
NOBLE PARK,3174,Maltese X,White,N,2014-11
NOBLE PARK,3174,Pomeranian,White,N,2007-06
NOBLE PARK,3174,Greyhound,Fawn,N,2008-08
DANDENONG NORTH,3175,Golden Retriever X,Gold,N,2010-04
DANDENONG NORTH,3175,Chihuahua X,Tri Coloured,Y,2009-07
DANDENONG NORTH,3175,Chihuahua,Black,Y,2011-06
DANDENONG NORTH,3175,Maltese X,White,N,2007-12
DANDENONG NORTH,3175,Pomeranian X,Black & Rust,Y,2001-02
NOBLE PARK,3174,Maltese X,Black & White,Y,2007-11
NOBLE PARK,3174,Staffordshire Bull Terrier,White & Tan,Y,2011-04
SPRINGVALE,3171,Siberian Husky,Grey,Y,2013-04
SPRINGVALE,3171,Maltese X,White,Y,2011-08
DANDENONG NORTH,3175,Toy Poodle,Apricot,Y,2005-12
DANDENONG NORTH,3175,Maltese X,Black,Y,2011-11
DANDENONG,3175,Cocker Spaniel X,Gold,Y,2014-03
DANDENONG,3175,Bichon Frise X,Cream & Beige,Y,2003-09
DANDENONG,3175,Staffordshire Bull Terrier X,White & Tan,Y,2012-12
DANDENONG NORTH,3175,German Shepherd,Black,Y,2014-05
DANDENONG NORTH,3175,Kelpie,Black & White,Y,2010-07
DANDENONG NORTH,3175,Fox Terrier X,Black & White,Y,2005-10
DANDENONG NORTH,3175,Maltese X,White,Y,2004-12
DANDENONG NORTH,3175,Pomeranian X,Beige,N,2008-11
DANDENONG NORTH,3175,Retriever X,Black,Y,2011-02
DANDENONG NORTH,3175,Maltese X,White & Brown,Y,2001-11
DANDENONG NORTH,3175,Shih Tzu,Tan & White,Y,2006-11
NOBLE PARK,3174,Pomeranian X,Tan,N,2009-08
NOBLE PARK,3174,Maltese X,White,Y,2008-12
NOBLE PARK,3174,Pomeranian,Tan,N,2013-04
SPRINGVALE,3171,Bull Mastiff X,Tan & White,Y,2010-12
SPRINGVALE,3171,Cocker Spaniel X,Honey,Y,2009-10
DANDENONG NORTH,3175,Jack Russell Terrier,Cream,N,2000-07
DANDENONG NORTH,3175,Maltese X,White,N,2004-03
DANDENONG NORTH,3175,Jack Russell Terrier,Black & White,N,2001-03
DANDENONG NORTH,3175,Rottweiler,Tan & Black,Y,2006-03
DANDENONG NORTH,3175,Griffon,Red & Tan,Y,2001-03
DANDENONG NORTH,3175,Terrier,Black,Y,2002-05
DANDENONG NORTH,3175,Maltese X,White,N,2009-01
DANDENONG NORTH,3175,Maltese X,White,N,2009-01
DANDENONG NORTH,3175,Jack Russell Terrier,Tan & White,Y,2003-04
DANDENONG NORTH,3175,Silky Terrier,Apricot & Cream,Y,2001-06
DANDENONG NORTH,3175,Maltese X,White & Fawn,Y,2000-10
DANDENONG NORTH,3175,Chihuahua,Brown & White,N,2012-10
DANDENONG NORTH,3175,Poodle X,Gold,Y,2006-07
DANDENONG NORTH,3175,Staffordshire Bull Terrier,Tan & White,N,2012-02
DANDENONG NORTH,3175,Kelpie X,Black,Y,2009-05
DANDENONG NORTH,3175,Terrier X,Tan & Black,Y,2001-07
DANDENONG NORTH,3175,Staffordshire Bull Terrier,Brindle,Y,2012-09
DANDENONG NORTH,3175,German Shepherd,Gold & Black,N,2010-01
DANDENONG NORTH,3175,Cavalier King Charles Spaniel X,Gold,N,2010-10
DANDENONG NORTH,3175,Jack Russell Terrier,White & Tan,Y,2013-12
DANDENONG NORTH,3175,Pomeranian X,White & Brown,Y,2012-12
DANDENONG NORTH,3175,Pomeranian X,Rust,N,2007-08
DANDENONG NORTH,3175,Pomeranian X,Tan,N,2008-03
DANDENONG NORTH,3175,Pomeranian X,Brown,Y,2005-05
DANDENONG NORTH,3175,Pug,Fawn & Black,Y,2009-01
DANDENONG NORTH,3175,Great Dane X,Brindle,N,2012-06
DANDENONG NORTH,3175,Maltese,White,Y,2005-06
DANDENONG NORTH,3175,Maltese,White,Y,2005-07
DANDENONG NORTH,3175,Shih Tzu X,Gold,Y,2005-07
DANDENONG NORTH,3175,Golden Retriever,Gold,N,2013-04
DANDENONG NORTH,3175,Chihuahua X,White & Tan,N,2004-09
DANDENONG NORTH,3175,Jack Russell Terrier,White & Tan,Y,2006-04
DANDENONG NORTH,3175,Cocker Spaniel,Red,Y,2008-12
DANDENONG NORTH,3175,Toy Poodle,Apricot,Y,2008-01
DANDENONG NORTH,3175,Retriever X,Black,N,2011-09
NOBLE PARK,3174,Maltese X,Tan & White,N,2006-08
NOBLE PARK,3174,Maltese X,Black & White,Y,2007-05
NOBLE PARK,3174,Maltese X,White,N,2007-04
NOBLE PARK,3174,German Shepherd,Black & Tan,N,2015-04
NOBLE PARK,3174,Bichon Frise,White,Y,2012-07
NOBLE PARK,3174,Toy Poodle,Grey & Black,Y,2004-09
NOBLE PARK,3174,Greyhound,Brindle,N,2015-01
NOBLE PARK,3174,Pug,Fawn,Y,2004-02
NOBLE PARK,3174,Pomeranian,Tan,Y,2005-08
NOBLE PARK,3174,Pomeranian,Tan,Y,2002-06
NOBLE PARK,3174,Pomeranian,Tan,Y,2013-04
NOBLE PARK,3174,Boxer,White & Brindle,N,2008-04
NOBLE PARK,3174,Jack Russell Terrier,Brown,Y,2004-07
NOBLE PARK,3174,Maltese X,Tri Coloured,N,2003-04
NOBLE PARK,3174,Chihuahua X,Tan & White,Y,2012-05
NOBLE PARK,3174,Doberman Pinscher,Black & Tan,N,2011-02
NOBLE PARK,3174,Staffordshire Bull Terrier,Tan,Y,2004-12
NOBLE PARK NORTH,3174,Poodle X,Beige,Y,2000-11
NOBLE PARK NORTH,3174,Kelpie X,Tan,Y,2010-01
NOBLE PARK NORTH,3174,Maltese X,White & Brown,Y,2008-05
NOBLE PARK NORTH,3174,American Pitbull Terrier,Tan & White,Y,2011-06
KEYSBOROUGH,3173,Chihuahua X,Tan & Black,N,2007-05
KEYSBOROUGH,3173,Maltese X,White,Y,2007-06
KEYSBOROUGH,3173,Maltese,White,N,2006-11
KEYSBOROUGH,3173,Lhasa Apso X,White,Y,2009-07
KEYSBOROUGH,3173,Spaniel,Tri Coloured,Y,2013-10
KEYSBOROUGH,3173,Maltese X,White,Y,2012-02
KEYSBOROUGH,3173,Terrier,Black & White,Y,2006-06
KEYSBOROUGH,3173,Jack Russell Terrier,Tri Coloured,N,2010-09
KEYSBOROUGH,3173,Staffordshire Bull Terrier,Black & White,N,2002-09
KEYSBOROUGH,3173,Staffordshire Bull Terrier,Black & Brindle,Y,2005-09
KEYSBOROUGH,3173,Staffordshire Bull Terrier,Brindle,N,2008-05
KEYSBOROUGH,3173,Jack Russell Terrier,White & Black,N,2007-03
KEYSBOROUGH,3173,Jack Russell Terrier,White & Brown,N,2008-03
KEYSBOROUGH,3173,Chihuahua X,Tan & White,Y,1999-09
DANDENONG NORTH,3175,Staffordshire Bull Terrier,Black & Brindle,N,2005-04
DANDENONG NORTH,3175,Maltese,Tri Coloured,Y,2002-03
DANDENONG NORTH,3175,Rottweiler,Black & Tan,Y,2008-09
SPRINGVALE,3171,Cavalier King Charles Spaniel X,Sable & White,N,2015-06
SPRINGVALE,3171,Jack Russell Terrier,White & Tan,Y,2006-08
NOBLE PARK,3174,Maltese,White,Y,2006-04
BANGHOLME,3175,Golden Retriever,Gold,N,2008-02
BANGHOLME,3175,Jack Russell Terrier,Sand,Y,2007-05
BANGHOLME,3175,Rottweiler X,Black & Tan,Y,2010-12
NOBLE PARK,3174,Border Collie,Black & White,Y,2014-05
NOBLE PARK,3174,West Highland Terrier,White,Y,2012-12
DANDENONG NORTH,3175,Staffordshire Bull Terrier X,Sable,N,2014-05
DANDENONG NORTH,3175,Golden Retriever,White,Y,2004-11
DANDENONG NORTH,3175,Blue Heeler X,White & Black,N,2004-12
DANDENONG NORTH,3175,Beagle X,Tri Coloured,N,2015-08
DANDENONG NORTH,3175,English Staffordshire Bull Terrier,Brindle,Y,2010-04
DANDENONG NORTH,3175,Chihuahua,Brown & White,Y,2014-02
DANDENONG NORTH,3175,Maltese X,Black & White,N,2012-07
DANDENONG NORTH,3175,Jack Russell Terrier X,Black & White,N,2013-10
DANDENONG NORTH,3175,English Staffordshire Bull Terrier,Black & White,N,2003-05
DANDENONG NORTH,3175,Staffordshire Bull Terrier X,Tan,N,2008-05
DANDENONG NORTH,3175,Fox Terrier,Tan & Sable,Y,2007-02
DANDENONG NORTH,3175,Maltese X,White,Y,2007-04
DANDENONG NORTH,3175,Maltese X,White,Y,2002-03
DANDENONG NORTH,3175,Maltese X,Black & White,N,2004-12
DANDENONG NORTH,3175,Staffordshire Bull Terrier,Red,Y,2007-12
NOBLE PARK,3174,Fox Terrier X,Black & Tan,Y,2001-11
NOBLE PARK,3174,Jack Russell Terrier X,Brindle,Y,2009-12
NOBLE PARK,3174,Labrador X,Cream,Y,2006-05
NOBLE PARK,3174,Jack Russell Terrier X,Brown & White,Y,2014-10
NOBLE PARK,3174,Border Collie,Black & White,Y,2015-03
NOBLE PARK,3174,Labrador X,Black & White,Y,2011-08
NOBLE PARK,3174,Labrador X,Tri Coloured,Y,2011-08
NOBLE PARK,3174,Beagle,Brown & White,Y,2013-02
KEYSBOROUGH,3173,English Staffordshire Bull Terrier,Black & White,N,2013-06
KEYSBOROUGH,3173,Cavalier King Charles Spaniel X,Gold,Y,2009-01
KEYSBOROUGH,3173,German Pointer,Liver,Y,2001-12
NOBLE PARK,3174,Domestic,Brindle,Y,2009-07
KEYSBOROUGH,3173,Kelpie X,Brown,Y,2004-04
KEYSBOROUGH,3173,Cavoodle,Fawn,Y,2010-02
KEYSBOROUGH,3173,Labrador,Gold,Y,2006-08
KEYSBOROUGH,3173,Kelpie,Black & Brindle,Y,2011-11
DANDENONG NORTH,3175,Bull Arab X,Tan & White,Y,2013-10
DANDENONG NORTH,3175,Kelpie X,Black & White,Y,2008-12
SPRINGVALE SOUTH,3172,Jack Russell Terrier,Tri Coloured,N,2007-10
SPRINGVALE SOUTH,3172,Maltese X,White,N,2005-10
SPRINGVALE SOUTH,3172,Staffordshire Bull Terrier,Brindle & Black,Y,2009-10
DANDENONG NORTH,3175,Maltese X,White & Gold,Y,2014-08
DANDENONG NORTH,3175,Rottweiler,Black & Tan,Y,2008-04
DANDENONG NORTH,3175,Staffordshire Bull Terrier X,Brindle & White,Y,2010-05
DANDENONG NORTH,3175,Neapolitan Mastiff,Black,N,2008-05
DANDENONG NORTH,3175,Australian Terrier X,Black,N,2005-01
DANDENONG NORTH,3175,Maltese X,Brown & White,N,2008-10
DANDENONG,3175,Alaskan Malamute,Tri Coloured,Y,2011-10
DANDENONG,3175,Shih Tzu X,Black & White,Y,2002-04
DANDENONG,3175,Maltese X,Black,Y,2014-07
DANDENONG,3175,Labrador X,Gold,N,2005-03
DANDENONG,3175,German Shepherd,Black & Tan,N,2012-10
DANDENONG,3175,Siberian Husky,Grey,N,2012-06
DANDENONG,3175,Pomeranian X,White & Tan,Y,2005-08
KEYSBOROUGH,3173,Border Collie,Black & White,Y,2006-08
NOBLE PARK,3174,Poodle X,Brown,Y,2013-09
NOBLE PARK,3174,English Pointer,Orange & White,Y,2006-12
KEYSBOROUGH,3173,Rottweiler X,Black & Tan,Y,2014-12
KEYSBOROUGH,3173,Poodle,Apricot,Y,2009-06
KEYSBOROUGH,3173,Terrier X,Tan,Y,2006-09
KEYSBOROUGH,3173,Bichon Frise,White,N,2002-10
KEYSBOROUGH,3173,Bichon Frise,White,N,2004-02
KEYSBOROUGH,3173,Maltese X,Fawn,N,2013-01
KEYSBOROUGH,3173,Fox Terrier X,Tri Coloured,Y,2004-06
KEYSBOROUGH,3173,Pomeranian X,Red,Y,2006-10
KEYSBOROUGH,3173,Siberian Husky,Black & White,N,2012-02
KEYSBOROUGH,3173,Siberian Husky,Black & White,N,2014-03
KEYSBOROUGH,3173,Golden Retriever,Gold,Y,2007-03
KEYSBOROUGH,3173,Maltese X,Black & White,N,2012-03
KEYSBOROUGH,3173,Pomeranian,Tan,N,2011-03
KEYSBOROUGH,3173,Staffordshire Bull Terrier X,Brown & White,N,2015-08
KEYSBOROUGH,3173,Staffordshire Bull Terrier,Chocolate,N,2015-11
KEYSBOROUGH,3173,Great Dane,Black,Y,2015-09
KEYSBOROUGH,3173,Maltese X,Tan,N,2011-01
KEYSBOROUGH,3173,Maltese,White,N,2011-03
KEYSBOROUGH,3173,Terrier X,White & Tan,Y,2012-06
KEYSBOROUGH,3173,German Shepherd,Black & Tan,N,2014-09
KEYSBOROUGH,3173,Poodle X,Red & Brown,Y,2014-07
KEYSBOROUGH,3173,Rottweiler X,Tan & Black,Y,2012-12
KEYSBOROUGH,3173,Shih Tzu X,Grey & White,Y,2010-10
KEYSBOROUGH,3173,Maltese X,White,Y,2004-03
KEYSBOROUGH,3173,Cavalier King Charles Spaniel,Blenheim,Y,2015-08
KEYSBOROUGH,3173,Fox Terrier X,Tri Coloured,Y,2010-09
DANDENONG,3175,Staffordshire Bull Terrier,Blue & White,Y,2010-11
DANDENONG,3175,Labrador X,Black,Y,2002-02
DANDENONG,3175,Border Collie,Black & White,Y,2004-04
DANDENONG,3175,American Pitbull Terrier,Tri Coloured,N,2015-11
DANDENONG,3175,American Staffordshire Bull Terrier X,Brindle,Y,2010-11
DANDENONG,3175,Maltese X,White & Brown,N,2001-06
DANDENONG,3175,Labrador X,Black,Y,2014-01
DANDENONG,3175,Maltese X,Tan & White,Y,2013-02
DANDENONG,3175,Maltese X,Fawn & White,N,2010-02
SPRINGVALE SOUTH,3172,Pug,Fawn & Black,N,2010-03
SPRINGVALE SOUTH,3172,Pug,Fawn & Black,N,2009-09
SPRINGVALE SOUTH,3172,Jack Russell Terrier X,Black & White,Y,2002-11
SPRINGVALE SOUTH,3172,Pekinese X,Brindle & White,N,2009-08
DANDENONG NORTH,3175,Staffordshire Bull Terrier,Brindle,N,2010-12
DANDENONG NORTH,3175,Staffordshire Bull Terrier,Brindle,N,2013-01
DANDENONG NORTH,3175,Jack Russell Terrier,Tri Coloured,Y,2010-07
SPRINGVALE SOUTH,3172,Bichon Frise,White,Y,2007-07
SPRINGVALE SOUTH,3172,Staffordshire Bull Terrier,Brindle & White,Y,2008-06
SPRINGVALE SOUTH,3172,Saluki,Cream,Y,2013-09
SPRINGVALE SOUTH,3172,Saluki,Red,N,2002-03
SPRINGVALE SOUTH,3172,Maltese X,White & Tan,Y,2010-03
SPRINGVALE SOUTH,3172,Maltese X,White & Tan,Y,2010-03
KEYSBOROUGH,3173,Pomeranian,White & Brown,N,2009-09
KEYSBOROUGH,3173,Pomeranian,Brown,Y,2013-08
KEYSBOROUGH,3173,American Staffordshire Bull Terrier,Brindle,N,2008-08
KEYSBOROUGH,3173,Staffordshire Bull Terrier X,Brindle,Y,1999-12
KEYSBOROUGH,3173,Cavalier King Charles Spaniel X,Gold,Y,2011-05
KEYSBOROUGH,3173,Pomeranian X,Black,N,2008-03
KEYSBOROUGH,3173,Cavalier King Charles Spaniel X,Fawn,Y,2010-05
KEYSBOROUGH,3173,German Shepherd,Black & Tan,Y,2011-09
KEYSBOROUGH,3173,Border Collie X,Black & White,Y,2007-11
KEYSBOROUGH,3173,Poodle X,Red,Y,2012-10
KEYSBOROUGH,3173,Cavalier King Charles Spaniel X,Black & Tan,Y,2010-05
SPRINGVALE SOUTH,3172,Maltese X,Black & White,Y,2010-10
SPRINGVALE SOUTH,3172,Maltese X,White & Tan,Y,2010-10
SPRINGVALE SOUTH,3172,Maltese X,Beige & White,Y,2011-02
SPRINGVALE SOUTH,3172,Jack Russell Terrier,Brown & White,Y,2002-05
DANDENONG NORTH,3175,Maltese X,Fawn,Y,2008-11
DANDENONG NORTH,3175,Maltese,White,N,2005-12
DANDENONG NORTH,3175,Maltese,White & Brown,N,2006-12
DANDENONG NORTH,3175,Maltese X,Black & White,Y,2010-06
DANDENONG NORTH,3175,Shih Tzu,Tri Coloured,Y,2008-08
DANDENONG NORTH,3175,Shih Tzu,Tri Coloured,N,2011-01
DANDENONG NORTH,3175,Pug X,Black,Y,2007-12
DANDENONG NORTH,3175,Pug X,Red & White,Y,2011-12
DANDENONG NORTH,3175,Miniature Schnauzer,Salt & Pepper,Y,2006-09
DANDENONG NORTH,3175,Labrador X,Black,Y,2008-06
DANDENONG NORTH,3175,Pug,Black,N,2010-09
DANDENONG NORTH,3175,Staffordshire Bull Terrier X,Brown,N,2012-05
DANDENONG NORTH,3175,Rottweiler,Black & Tan,Y,2003-11
DANDENONG NORTH,3175,Jack Russell Terrier,White & Brown,N,2011-07
DANDENONG NORTH,3175,Jack Russell Terrier,White & Tan,N,2012-01
DANDENONG NORTH,3175,American Cocker Spaniel,Black & White,Y,2001-12
DANDENONG NORTH,3175,Hungarian Puli,Black,Y,2001-06
DANDENONG NORTH,3175,Rottweiler,Black & Tan,Y,2010-05
DANDENONG NORTH,3175,Pug,Fawn,N,2014-12
DANDENONG NORTH,3175,English Staffordshire Bull Terrier,Red,Y,2011-02
DANDENONG NORTH,3175,Maltese,White,Y,2005-10
DANDENONG NORTH,3175,Hungarian Vizsla,Red,Y,2013-11
DANDENONG NORTH,3175,Staffordshire Bull Terrier X,White & Black,N,2015-04
DANDENONG NORTH,3175,Staffordshire Bull Terrier X,Tan,Y,2006-09
NOBLE PARK NORTH,3174,Golden Retriever,Gold,N,2014-02
NOBLE PARK NORTH,3174,Bichon Frise,White,N,2004-06
DANDENONG NORTH,3175,Pomeranian X,Tan & Brown,N,2014-03
DANDENONG NORTH,3175,Staffordshire Bull Terrier X,Brindle & White,Y,2005-11
DANDENONG NORTH,3175,Toy Poodle X,Ruby,Y,2014-10
SPRINGVALE,3171,Pomeranian X,Tan,N,2008-02
SPRINGVALE,3171,Pomeranian X,Tri Coloured,N,2007-02
SPRINGVALE,3171,Beagle,Tri Coloured,Y,2013-11
NOBLE PARK,3174,Rhodesian Ridgeback  X,Tan,Y,2007-06
NOBLE PARK,3174,Jack Russell Terrier,Tri Coloured,Y,2002-05
NOBLE PARK,3174,Terrier X,Fawn,Y,2006-09
DANDENONG NORTH,3175,Border Collie,Black & White,Y,2012-09
KEYSBOROUGH,3173,Jack Russell Terrier,White & Tan,Y,2005-08
KEYSBOROUGH,3173,Jack Russell Terrier,White & Tan,N,2012-04
KEYSBOROUGH,3173,Blue Heeler,Blue,N,2007-11
KEYSBOROUGH,3173,Kelpie,Brown & Tan,N,2015-06
DANDENONG,3175,Maltese X,White & Tan,Y,2013-04
DANDENONG,3175,Siberian Husky,Black & White,Y,2014-01
DANDENONG,3175,Miniature Poodle,Black,N,2005-12
DANDENONG,3175,Shih Tzu X,Black,Y,2009-04
DANDENONG,3175,Beagle,Tri Coloured,Y,2006-05
DANDENONG,3175,Maltese X,Black & White,N,2015-06
DANDENONG,3175,Staffordshire Bull Terrier,Blue & Brindle,N,2013-03
DANDENONG,3175,Miniature Poodle,Grey,Y,2002-10
DANDENONG,3175,Bichon Frise,White,N,2006-07
DANDENONG,3175,Maltese X,White,Y,2006-01
DANDENONG,3175,Poodle X,Cream,Y,2008-05
DANDENONG,3175,Maltese X,White,N,2006-08
DANDENONG,3175,Maltese X,White,Y,2003-06
KEYSBOROUGH,3173,Bichon Frise X,Brown & White,Y,2010-09
NOBLE PARK,3174,Labrador,Black & White,N,2011-09
NOBLE PARK,3174,Labrador X,Tan & White,Y,2011-09
DANDENONG NORTH,3175,Maltese X,Tan & White,Y,2003-05
KEYSBOROUGH,3173,Jack Russell Terrier X,Black & Tan,Y,2003-07
KEYSBOROUGH,3173,Jack Russell Terrier X,Tri Coloured,Y,2003-07
KEYSBOROUGH,3173,Miniature Fox Terrier,Black & White,Y,2001-09
KEYSBOROUGH,3173,Miniature Fox Terrier,Brown & White,Y,2001-09
